id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon
8198,,Bosdreef,5.0,9080.0,Lochristi,Oost-Vlaanderen,,Y,,,"5.0 Bosdreef, Lochristi, Oost-Vlaanderen, Belgium 9080",51.0924222,3.8418101
8199,,Abeelstraat,77.0,1800.0,Vilvoorde,Vlaams-Brabant,,Y,,,"77.0 Abeelstraat, Vilvoorde, Vlaams-Brabant, Belgium 1800",50.9385875,4.4349095
8200,,Rue du Marathon ,3.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,N,,,"3.0 Rue du Marathon , Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6704572,4.6078018
8201,,Rue Masui,43.0,1000.0,Brussel,Bruxelles-Brussel,,Y,,,"43.0 Rue Masui, Brussel, Bruxelles-Brussel, Belgium 1000",50.8676332,4.3600632
8202,,Industriepark ,33.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,"33.0 Industriepark , Tienen, Vlaams-Brabant, Belgium 3300",50.810928,4.9617336
8203,,Nieuwstraat,17.0,8700.0,Tielt,West-Vlaanderen,,Y,,,"17.0 Nieuwstraat, Tielt, West-Vlaanderen, Belgium 8700",50.9993126,3.3280999
8204,,Avenue du port ,,1000.0,Brussel,Bruxelles-Brussel,,Y,,," Avenue du port , Brussel, Bruxelles-Brussel, Belgium 1000",50.8656898,4.3509231
8205,,Vincent Evrardlaan ,20.0,9050.0,Gentbrugge,Oost-Vlaanderen,,Y,,,"20.0 Vincent Evrardlaan , Gentbrugge, Oost-Vlaanderen, Belgium 9050",51.0456226,3.75463
8206,,Rue des Sources,11.0,6220.0,Fleurus,Hainaut,,Y,,,"11.0 Rue des Sources, Fleurus, Hainaut, Belgium 6220",50.4620963,4.5294261
8207,,Rue Bollinckx,30.0,1070.0,Bruxelles,Bruxelles-Brussel,,Y,,,"30.0 Rue Bollinckx, Bruxelles, Bruxelles-Brussel, Belgium 1070",50.8155291,4.3066644
8208,,Hollandstraat,13.0,1060.0,Brussel,Bruxelles-Brussel,,Y,,,"13.0 Hollandstraat, Brussel, Bruxelles-Brussel, Belgium 1060",50.8347679,4.3387278
8209,,Laagstraat,40.0,9140.0,Temse,Oost-Vlaanderen,,Y,,,"40.0 Laagstraat, Temse, Oost-Vlaanderen, Belgium 9140",51.1415909,4.1926596
8210,,Rue de la Duve,15.0,5060.0,Velaine,Namur,,Y,,,"15.0 Rue de la Duve, Velaine, Namur, Belgium 5060",50.4648591,4.6161993
8211,,Hoge Hul,10.0,8000.0,Brugge,West-Vlaanderen,,Y,,,"10.0 Hoge Hul, Brugge, West-Vlaanderen, Belgium 8000",51.2470921,3.200824
8212,,Helstraat,22.0,3590.0,Diepenbeek,Limburg,,Y,,,"22.0 Helstraat, Diepenbeek, Limburg, Belgium 3590",50.8818936,5.4215046
8213,,Keistraat,22.0,3590.0,Diepenbeek,Limburg,,Y,,,"22.0 Keistraat, Diepenbeek, Limburg, Belgium 3590",50.8942418,5.4392117
8214,,Servaasplein,14.0,3590.0,Diepenbeek,Limburg,,Y,,,"14.0 Servaasplein, Diepenbeek, Limburg, Belgium 3590",50.9070939,5.4181896
8215,,Onze-Lieve-Vrouwestraat,21.0,3590.0,Diepenbeek,Limburg,,Y,,,"21.0 Onze-Lieve-Vrouwestraat, Diepenbeek, Limburg, Belgium 3590",50.9154178,5.4439755
8216,,Rooierheidestraat,100.0,3590.0,Diepenbeek,Limburg,,Y,,,"100.0 Rooierheidestraat, Diepenbeek, Limburg, Belgium 3590",50.9326714,5.4147002
8217,,Stationsstraat,7.0,3590.0,Diepenbeek,Limburg,,Y,,,"7.0 Stationsstraat, Diepenbeek, Limburg, Belgium 3590",50.9157315,5.4258819
8218,,Zwarte-Brugstraat,6.0,3500.0,Hasselt,Limburg,,Y,,,"6.0 Zwarte-Brugstraat, Hasselt, Limburg, Belgium 3500",50.9439671,5.328779
8219,,Baron de Taxis,,3960.0,Bree,Limburg,,Y,,," Baron de Taxis, Bree, Limburg, Belgium 3960",51.1430149,5.654264299999999
8220,,Rue de la machine à feu,10.0,7370.0,Dour,Hainaut,,Y,,,"10.0 Rue de la machine à feu, Dour, Hainaut, Belgium 7370",50.4067945,3.7742652
8221,,Rue Royale,145.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"145.0 Rue Royale, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8503534,4.3641739
8222,,Bischoffsheimlaan,33.0,1000.0,Brussel,Bruxelles-Brussel,,Y,,,"33.0 Bischoffsheimlaan, Brussel, Bruxelles-Brussel, Belgium 1000",50.8515415,4.3681112
8223,,Rue Richard-Heintz,9.0,4020.0,Liège,Liège,,Y,,,"9.0 Rue Richard-Heintz, Liège, Liège, Belgium 4020",50.6287684,5.5826474
8224,,Place Saint Remacle,32.0,4970.0,Stavelot,Liège,,Y,,,"32.0 Place Saint Remacle, Stavelot, Liège, Belgium 4970",50.3946516,5.9301102
8225,,Kruidtlaan,50.0,1000.0,Brussel,Bruxelles-Brussel,,Y,,,"50.0 Kruidtlaan, Brussel, Bruxelles-Brussel, Belgium 1000",50.8427501,4.3515499
8226,,Voie des Hennuyers,1.0,1348.0,Louvain-la-Neuve,Brabant Wallon,,Y,,,"1.0 Voie des Hennuyers, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.6698754,4.6169347
8227,,Rue du Monument,54.0,1340.0,Ottignies,Brabant Wallon,,Y,,,"54.0 Rue du Monument, Ottignies, Brabant Wallon, Belgium 1340",50.6635834,4.5699572
8228,,Rue de Brigniot,205.0,5002.0,Saint-Servais,Namur,,Y,,,"205.0 Rue de Brigniot, Saint-Servais, Namur, Belgium 5002",50.4818182,4.8266295
8229,,Pastor-Paquaylaan,121.0,3550.0,Heusden-Zolder,Limburg,,Y,,,"121.0 Pastor-Paquaylaan, Heusden-Zolder, Limburg, Belgium 3550",51.0449364,5.3148328
8230,,Vrunstraat,30.0,3550.0,Heusden-Zolder,Limburg,,Y,,,"30.0 Vrunstraat, Heusden-Zolder, Limburg, Belgium 3550",50.9963342,5.3018414
8231,,Padbroekweg,3.0,3550.0,Heusden-Zolder,Limburg,,Y,,,"3.0 Padbroekweg, Heusden-Zolder, Limburg, Belgium 3550",51.0282465,5.239136
8232,,Pastor van Mierlolaan,17.0,3550.0,Heusden-Zolder,Limburg,,Y,,,"17.0 Pastor van Mierlolaan, Heusden-Zolder, Limburg, Belgium 3550",51.0309511,5.2808508
8233,,Dekenstraat,2.0,3550.0,Heusden-Zolder,Limburg,,Y,,,"2.0 Dekenstraat, Heusden-Zolder, Limburg, Belgium 3550",51.0261671,5.3240026
8234,,Avenue de l Astronomie,30.0,1210.0,Bruxelles,Bruxelles-Brussel,,Y,,,"30.0 Avenue de l Astronomie, Bruxelles, Bruxelles-Brussel, Belgium 1210",50.8509179,4.3689028
8235,,Rue de la Grenouillette,25.0,1130.0,Bruxelles,Bruxelles-Brussel,,Y,,,"25.0 Rue de la Grenouillette, Bruxelles, Bruxelles-Brussel, Belgium 1130",50.8835724,4.4174896
8236,,Rue Colonel Bourg,118.0,1140.0,Bruxelles,Bruxelles-Brussel,,Y,,,"118.0 Rue Colonel Bourg, Bruxelles, Bruxelles-Brussel, Belgium 1140",50.8545797,4.4147815
8237,,Rue Saint-Brice,44.0,7500.0,Tournai,Hainaut,,,,,"44.0 Rue Saint-Brice, Tournai, Hainaut, Belgium 7500",50.607534,3.3972696
8238,,TerDuinenlaan,,8670.0,Koksijde,West-Vlaanderen,,,,," TerDuinenlaan, Koksijde, West-Vlaanderen, Belgium 8670",51.1120277,2.6304015
8239,,Pilkemseweg,113.0,8900.0,Ieper,West-Vlaanderen,,Y,,,"113.0 Pilkemseweg, Ieper, West-Vlaanderen, Belgium 8900",50.8731771,2.8870316
8240,,Scheldelaan,460.0,2040.0,Antwerpen,Antwerpen,,Y,,,"460.0 Scheldelaan, Antwerpen, Antwerpen, Belgium 2040",51.2935282,4.3216696
8241,,Place du 20-Août,16.0,4000.0,Liège,Liège,,Y,,,"16.0 Place du 20-Août, Liège, Liège, Belgium 4000",50.64028,5.57553
8242,,Rechtestraat,7.0,2275.0,Lille,Antwerpen,,Y,,,"7.0 Rechtestraat, Lille, Antwerpen, Belgium 2275",51.2399217,4.8235792
8243,,Singel,1.0,2275.0,Lille-Gierle,Antwerpen,,Y,,,"1.0 Singel, Lille-Gierle, Antwerpen, Belgium 2275",51.2675636,4.8679473
8244,,Dorp,30.0,2275.0,Lille-Poederlee,Antwerpen,,Y,,,"30.0 Dorp, Lille-Poederlee, Antwerpen, Belgium 2275",51.2263125,4.8353147
8245,,Heymansstraat,,2275.0,Lille-wechelderzande,,,Y,,," Heymansstraat, Lille-wechelderzande, None, Belgium 2275",51.264346,4.7874455
8246,,Achterstenhoek,22.0,2275.0,Lille,Antwerpen,,Y,,,"22.0 Achterstenhoek, Lille, Antwerpen, Belgium 2275",51.2513595,4.8107226
8247,,Brulens,38.0,2275.0,Lille-Gierle,,,Y,,,"38.0 Brulens, Lille-Gierle, None, Belgium 2275",51.2655143,4.8591798
8248,,Poeyelheide,,2275.0,Lille-Gierle,,,Y,,," Poeyelheide, Lille-Gierle, None, Belgium 2275",51.2464885,4.8569503
8249,,Alexianenweg,2.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,"2.0 Alexianenweg, Tienen, Vlaams-Brabant, Belgium 3300",50.808733,4.941038
8250,,Gilainstraat,70.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,"70.0 Gilainstraat, Tienen, Vlaams-Brabant, Belgium 3300",50.8105558,4.9362224
8251,,Waaibergstraat,5.0,3300.0,Tienen,Vlaams-Brabant,,Y,,,"5.0 Waaibergstraat, Tienen, Vlaams-Brabant, Belgium 3300",50.8109703,4.9393791
8252,,Kortrijkesteenweg,164.0,9830.0,Sint-Martens-Latem,Oost-Vlaanderen,,Y,,,"164.0 Kortrijkesteenweg, Sint-Martens-Latem, Oost-Vlaanderen, Belgium 9830",51.0103887,3.6365982
8253,,Poldergotestraat,13.0,9240.0,Zele,Oost-Vlaanderen,,Y,,,"13.0 Poldergotestraat, Zele, Oost-Vlaanderen, Belgium 9240",51.0844405,4.0429986
8254,,Berkebossenlaan,9.0,2400.0,Mol,Antwerpen,,Y,,,"9.0 Berkebossenlaan, Mol, Antwerpen, Belgium 2400",51.2030847,5.1629473
8255,,Avenue Louise ,326.0,1050.0,Bruxelles,Bruxelles-Brussel,,Y,,,"326.0 Avenue Louise , Bruxelles, Bruxelles-Brussel, Belgium 1050",50.824958,4.3659367
8256,,Chaussée de  Tirlemont,89.0,1370.0,Jodoigne,Brabant Wallon,,Y,,,"89.0 Chaussée de  Tirlemont, Jodoigne, Brabant Wallon, Belgium 1370",50.7442656,4.8791466
8257,,Rue des Tilleuls,60.0,1435.0,Hevillers,Brabant Wallon,,Y,,,"60.0 Rue des Tilleuls, Hevillers, Brabant Wallon, Belgium 1435",50.627537,4.6168315
8258,,Chaussée de Bruxelles,55.0,1400.0,Nivelles,Brabant Wallon,,Y,,,"55.0 Chaussée de Bruxelles, Nivelles, Brabant Wallon, Belgium 1400",50.6080277,4.3343056
8259,,Vrijheid,100.0,2370.0,Arendonk,Antwerpen,,Y,,,"100.0 Vrijheid, Arendonk, Antwerpen, Belgium 2370",51.3208748,5.0883225
8260,,Rue de la Fabrique,,5190.0,Jemeppe-Sur-Sambre,Namur,,Y,,," Rue de la Fabrique, Jemeppe-Sur-Sambre, Namur, Belgium 5190",50.4552037,4.6910957
8261,,Place de Ghlin,,7011.0,Ghlin,Hainaut,,Y,,," Place de Ghlin, Ghlin, Hainaut, Belgium 7011",50.4755187,3.9033729
8262,,Leonardo da Vincilaan,15.0,1831.0,Machelen,Vlaams-Brabant,,Y,,,"15.0 Leonardo da Vincilaan, Machelen, Vlaams-Brabant, Belgium 1831",50.8905844,4.4578586
8263,,Square de Meeûs,25.0,1000.0,Brussel,Bruxelles-Brussel,,Y,,,"25.0 Square de Meeûs, Brussel, Bruxelles-Brussel, Belgium 1000",50.8398209,4.3693584
8264,,Avenue Château Jaco,1.0,1410.0,Waterloo,Brabant Wallon,,Y,,,"1.0 Avenue Château Jaco, Waterloo, Brabant Wallon, Belgium 1410",50.7121354,4.3958682
8265,,Rue du Château,42.0,1480.0,Clabecq,Brabant Wallon,,Y,,,"42.0 Rue du Château, Clabecq, Brabant Wallon, Belgium 1480",50.6860968,4.223364
8266,,Fond Jean-Pâques,,1348.0,Louvain-la-Neuve,Brabant Wallon,,Y,,," Fond Jean-Pâques, Louvain-la-Neuve, Brabant Wallon, Belgium 1348",50.66109,4.63782
8267,,Rodenbaschstraat,72.0,8908.0,Vlamertinge,West-Vlaanderen,,Y,,,"72.0 Rodenbaschstraat, Vlamertinge, West-Vlaanderen, Belgium 8908",50.8536639,2.8243473
8268,,Textielstraat,9.0,7780.0,Komen,Hainaut,,Y,,,"9.0 Textielstraat, Komen, Hainaut, Belgium 7780",50.7790981,3.0226424
8269,,Bollebergen,,9052.0,Zwijnaarde,Oost-Vlaanderen,,Y,,," Bollebergen, Zwijnaarde, Oost-Vlaanderen, Belgium 9052",51.0139195,3.7053429
8270,,Noordersingel ,23.0,2040.0,Antwerpen,Antwerpen,,Y,,,"23.0 Noordersingel , Antwerpen, Antwerpen, Belgium 2040",51.2176565,4.44699
8271,,Rue Phocas Lejeune,,5032.0,Gembloux,Namur,,Y,,," Rue Phocas Lejeune, Gembloux, Namur, Belgium 5032",50.5005863,4.7175402
8272,,Rue de la métallurgie,47.0,4530.0,Vilers-Le-Bouillet,Liège,,Y,,,"47.0 Rue de la métallurgie, Vilers-Le-Bouillet, Liège, Belgium 4530",50.5812945,5.2656836
8273,,Jan Olieslagerslaan,35.0,1800.0,Vilvoorde,Vlaams-Brabant,,Y,,,"35.0 Jan Olieslagerslaan, Vilvoorde, Vlaams-Brabant, Belgium 1800",50.9244388,4.4365641
8274,,Jan Olieslagerslaan,35.0,1800.0,Vilvoorde,Limburg,Plaats op locatie: onthaal,Y,,,"35.0 Jan Olieslagerslaan, Vilvoorde, Limburg, Belgium 1800",50.9244388,4.4365641
8275,,Bijkhoevelaan,7.0,2110.0,Wijnegem,Antwerpen,,Y,,,"7.0 Bijkhoevelaan, Wijnegem, Antwerpen, Belgium 2110",51.2315849,4.4947108
8276,,Chaussée Paul Houtart,88.0,7110.0,Houdeng-Goegnies,Hainaut,,Y,,,"88.0 Chaussée Paul Houtart, Houdeng-Goegnies, Hainaut, Belgium 7110",50.4850002,4.1610134
8277,,Rue de la Loi,82.0,1040.0,Bruxelles,Bruxelles-Brussel,,Y,,,"82.0 Rue de la Loi, Bruxelles, Bruxelles-Brussel, Belgium 1040",50.8436372,4.377997
8278,,Chaussée Romaine,240.0,4300.0,Waremme,Liège,,Y,,,"240.0 Chaussée Romaine, Waremme, Liège, Belgium 4300",50.6988226,5.2815773
8279,,Rue Benoit,31.0,7370.0,Dour,Hainaut,,Y,,,"31.0 Rue Benoit, Dour, Hainaut, Belgium 7370",50.40972,3.7592028
8280,,Rue de l Avenir,10.0,4530.0,Vilers-Le-Bouillet,Liège,,Y,,,"10.0 Rue de l Avenir, Vilers-Le-Bouillet, Liège, Belgium 4530",50.5829908,5.2664934
8281,,Avenue Sofia,717.0,7010.0,Shape,Hainaut,,Y,,,"717.0 Avenue Sofia, Shape, Hainaut, Belgium 7010",50.5080291,3.9741464
8282,,Rue de la Hestre,57.0,7170.0,Haine,Hainaut,Pierre,Y,,,"57.0 Rue de la Hestre, Haine, Hainaut, Belgium 7170",50.4675255,4.2762788
8283,,Rue Dieu D en Bas,44.0,7170.0,Fayt-lez-Manage,Hainaut,,Y,,,"44.0 Rue Dieu D en Bas, Fayt-lez-Manage, Hainaut, Belgium 7170",50.4893569,4.2388941
8284,,RUE PIERRE HOUBOTTE,6.0,5020.0,Vedrin,Namur,,Y,,,"6.0 RUE PIERRE HOUBOTTE, Vedrin, Namur, Belgium 5020",50.5012681,4.8739305
8285,,Boulevard D Avroy,17.0,4000.0,Liège,Liège,,Y,,,"17.0 Boulevard D Avroy, Liège, Liège, Belgium 4000",50.6353953,5.5676214
8286,,Rue de Romsée,20.0,4620.0,Fleron,Liège,,Y,,,"20.0 Rue de Romsée, Fleron, Liège, Belgium 4620",50.6135297,5.6758432
8287,,Rue des Confédérés,70.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"70.0 Rue des Confédérés, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8482266,4.387552
8288,,Markt,7.0,3080.0,Tervuren,Vlaams-Brabant,,Y,,,"7.0 Markt, Tervuren, Vlaams-Brabant, Belgium 3080",50.8245145,4.5143174
8289,,Riemsterweg,273.0,3740.0,Kleine-Spouwen,Limburg,,Y,,,"273.0 Riemsterweg, Kleine-Spouwen, Limburg, Belgium 3740",50.8476025,5.540725
8290,,Souwveld,4.0,3740.0,Rijkhoven,Limburg,,Y,,,"4.0 Souwveld, Rijkhoven, Limburg, Belgium 3740",50.8369098,5.5149899
8291,,Gladiolenstraat,10.0,9100.0,Sint-Niklaas,Oost-Vlaanderen,,Y,,,"10.0 Gladiolenstraat, Sint-Niklaas, Oost-Vlaanderen, Belgium 9100",51.1610903,4.1579758
8292,,Noorderlaan,630.0,2030.0,Antwerpen,Antwerpen,,Y,,,"630.0 Noorderlaan, Antwerpen, Antwerpen, Belgium 2030",51.2697864,4.3766281
8293,,H. Christiaenlaan,18.0,8670.0,Koksijde,West-Vlaanderen,,Y,,,"18.0 H. Christiaenlaan, Koksijde, West-Vlaanderen, Belgium 8670",51.1103725,2.6170675
8294,,Waaslandlaan,1.0,9160.0,Lokeren,Oost-Vlaanderen,,Y,,,"1.0 Waaslandlaan, Lokeren, Oost-Vlaanderen, Belgium 9160",51.1216221,4.0137053
8295,,Gotevlietstraat,2.0,8000.0,Brugge,West-Vlaanderen,,Y,,,"2.0 Gotevlietstraat, Brugge, West-Vlaanderen, Belgium 8000",51.2607633,3.205521
8296,,Durmakker,39.0,9940.0,Evergem,Oost-Vlaanderen,,Y,,,"39.0 Durmakker, Evergem, Oost-Vlaanderen, Belgium 9940",51.098444,3.688695
8297,,Ringlaan,58.0,9900.0,Eeklo,Oost-Vlaanderen,,Y,,,"58.0 Ringlaan, Eeklo, Oost-Vlaanderen, Belgium 9900",51.1920939,3.52907
8298,,Boerhaavestraat,100.0,2060.0,Antwerpen,Antwerpen,,N,,,"100.0 Boerhaavestraat, Antwerpen, Antwerpen, Belgium 2060",51.2244663,4.4350737
8299,,Fourneau Saint-Michel,4.0,6870.0,Saint,Luxembourg,,Y,,,"4.0 Fourneau Saint-Michel, Saint, Luxembourg, Belgium 6870",50.0841263,5.3412195
8300,,Diestsepoort,1.0,3000.0,Leuven,Vlaams-Brabant,,Y,,,"1.0 Diestsepoort, Leuven, Vlaams-Brabant, Belgium 3000",50.8834357,4.7142928
8301,,Avenue des Olympiades,20.0,1140.0,Bruxelles,Bruxelles-Brussel,,Y,,,"20.0 Avenue des Olympiades, Bruxelles, Bruxelles-Brussel, Belgium 1140",50.8682083,4.4036694
8302,,Place de La Monnaie,5.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"5.0 Place de La Monnaie, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8496918,4.3532151
8303,,Rue Saint-Lambert,200.0,1200.0,Bruxelles,Bruxelles-Brussel,,N,,,"200.0 Rue Saint-Lambert, Bruxelles, Bruxelles-Brussel, Belgium 1200",50.8447366,4.4357266
8304,,Brusselsesteenweg,391.0,1731.0,Zellik,Vlaams-Brabant,,N,,,"391.0 Brusselsesteenweg, Zellik, Vlaams-Brabant, Belgium 1731",50.8870871,4.2696099
8305,,Donkerstraat,13.0,8640.0,Vleteren,West-Vlaanderen,,Y,,,"13.0 Donkerstraat, Vleteren, West-Vlaanderen, Belgium 8640",50.895689,2.721467
8306,,Baron Ruzettelaan,35.0,8310.0,Assebroek,West-Vlaanderen,,Y,,,"35.0 Baron Ruzettelaan, Assebroek, West-Vlaanderen, Belgium 8310",51.1889399,3.2330723
8307,,Bisschopslaan,29.0,2340.0,Beerse,Antwerpen,,N,,,"29.0 Bisschopslaan, Beerse, Antwerpen, Belgium 2340",51.3147212,4.8562153
8308,,Oostmalseweg,23.0,2340.0,Beerse,Antwerpen,,N,,,"23.0 Oostmalseweg, Beerse, Antwerpen, Belgium 2340",51.3151904,4.8211789
8309,,Parkstraat,,3570.0,Alken,Limburg,,Y,,," Parkstraat, Alken, Limburg, Belgium 3570",50.899647,5.2783806
8310,,Nieuwe Sint-Annadreef,27.0,8200.0,Sint-Andries,West-Vlaanderen,,Y,,,"27.0 Nieuwe Sint-Annadreef, Sint-Andries, West-Vlaanderen, Belgium 8200",51.1913692,3.1727366
8311,,Vantegemstraat,3.0,9230.0,Wetteren,Oost-Vlaanderen,,Y,,,"3.0 Vantegemstraat, Wetteren, Oost-Vlaanderen, Belgium 9230",50.9751866,3.8406033
8312,,Pastoor  Eralystraat,2.0,3012.0,Wisele,Vlaams-Brabant,,Y,,,"2.0 Pastoor  Eralystraat, Wisele, Vlaams-Brabant, Belgium 3012",50.9285986,4.7248186
8313,,Avenue de l Industrie,9.0,1420.0,Braine-l Alleud,Brabant Wallon,,Y,,,"9.0 Avenue de l Industrie, Braine-l Alleud, Brabant Wallon, Belgium 1420",50.6891833,4.3318847
8314,,Rue César Franck,163.0,4851.0,Gemmenich,Liège,,Y,,,"163.0 Rue César Franck, Gemmenich, Liège, Belgium 4851",50.7439687,5.9907664
8315,,Grand Rue,64.0,6791.0,Athus,Luxembourg,,Y,,,"64.0 Grand Rue, Athus, Luxembourg, Belgium 6791",49.5629091,5.8339237
8316,,Rue de L Arbre,6.0,6600.0,Bastogne,Luxembourg,,Y,,,"6.0 Rue de L Arbre, Bastogne, Luxembourg, Belgium 6600",49.9903213,5.7067359
8317,,Chaussée d Houfalize,1.0,6600.0,Bastogne,Luxembourg,,Y,,,"1.0 Chaussée d Houfalize, Bastogne, Luxembourg, Belgium 6600",50.0199854,5.7288854
8318,,Rue des Récollets,12.0,6600.0,Bastogne,Luxembourg,,Y,,,"12.0 Rue des Récollets, Bastogne, Luxembourg, Belgium 6600",50.0018491,5.7194873
8319,,Rue des Remparts,57.0,6600.0,Bastogne,Luxembourg,,Y,,,"57.0 Rue des Remparts, Bastogne, Luxembourg, Belgium 6600",50.0036915,5.7173572
8320,,Rue des Remparts,45.0,6600.0,Bastogne,Luxembourg,,Y,,,"45.0 Rue des Remparts, Bastogne, Luxembourg, Belgium 6600",50.0036915,5.7173572
8321,,Zoning Industriel,23.0,5190.0,Mornimont,Namur,,Y,,,"23.0 Zoning Industriel, Mornimont, Namur, Belgium 5190",50.4522918,4.7087557
8322,,Chaussée de la Hulpe,185.0,1170.0,Bruxelles,Bruxelles-Brussel,,Y,,,"185.0 Chaussée de la Hulpe, Bruxelles, Bruxelles-Brussel, Belgium 1170",50.7976781,4.3910124
8323,,Rue de la Résistance,11.0,4500.0,Huy,Liège,,Y,,,"11.0 Rue de la Résistance, Huy, Liège, Belgium 4500",50.5205536,5.243752
8324,,Avenue Patton,235.0,6700.0,Arlon,Luxembourg,,Y,,,"235.0 Avenue Patton, Arlon, Luxembourg, Belgium 6700",49.6724476,5.8162996
8325,,Route de Hannut,38.0,5004.0,Bouge,Namur,,Y,,,"38.0 Route de Hannut, Bouge, Namur, Belgium 5004",50.4758264,4.9071448
8326,,Prunieau,2.0,6000.0,Charleroi,Hainaut,,Y,,,"2.0 Prunieau, Charleroi, Hainaut, Belgium 6000",50.4072671,4.4453997
8327,,Rue Aux Minières,2.0,6900.0,Marche-en-Famenne,Luxembourg,,Y,,,"2.0 Rue Aux Minières, Marche-en-Famenne, Luxembourg, Belgium 6900",50.2095813,5.3175384
8328,,Boulevard du Centenaire,1.0,5600.0,Philippeville,Namur,,Y,,,"1.0 Boulevard du Centenaire, Philippeville, Namur, Belgium 5600",50.1945698,4.5422374
8329,,Avenue de Maire,101.0,7500.0,Tournai,Hainaut,,Y,,,"101.0 Avenue de Maire, Tournai, Hainaut, Belgium 7500",50.6166851,3.3745041
8330,,Plave Verte,29.0,4800.0,Verviers,Liège,,Y,,,"29.0 Plave Verte, Verviers, Liège, Belgium 4800",50.5923483,5.8612762
8331,,Place Henri Berger,,1300.0,Wavre,Brabant Wallon,,Y,,," Place Henri Berger, Wavre, Brabant Wallon, Belgium 1300",50.7157026,4.6057317
8332,,Boeretang,200.0,2400.0,Mol,Antwerpen,,Y,,,"200.0 Boeretang, Mol, Antwerpen, Belgium 2400",51.22235999999999,5.09429
8333,,Kerremansheide,99.0,1980.0,Zemst,Vlaams-Brabant,,Y,,,"99.0 Kerremansheide, Zemst, Vlaams-Brabant, Belgium 1980",50.9916492,4.4186755
8334,,Square Marie Curie,12.0,1070.0,Brussel,Bruxelles-Brussel,,Y,,,"12.0 Square Marie Curie, Brussel, Bruxelles-Brussel, Belgium 1070",50.821763,4.2850474
8335,,Stationsstraat,149.0,8890.0,Moorslede,West-Vlaanderen,,Y,,,"149.0 Stationsstraat, Moorslede, West-Vlaanderen, Belgium 8890",50.8931735,3.0462071
8336,,Rue de la Glacerie,167.0,5190.0,Moustier,Namur,Sambre,Y,,,"167.0 Rue de la Glacerie, Moustier, Namur, Belgium 5190",50.4482805,4.6873865
8337,,Rue de l Yser,200.0,4430.0,Ans,Liège,,Y,,,"200.0 Rue de l Yser, Ans, Liège, Belgium 4430",50.6600963,5.5209567
8338,,Sint-Jacobsmarkt,13.0,2000.0,Antwerpen,Antwerpen,,Y,,,"13.0 Sint-Jacobsmarkt, Antwerpen, Antwerpen, Belgium 2000",51.2203342,4.4119575
8339,,LangeEikstraa,71.0,1970.0,Wezembeek-Oppem,Vlaams-Brabant,,Y,,,"71.0 LangeEikstraa, Wezembeek-Oppem, Vlaams-Brabant, Belgium 1970",50.8528907,4.4939856
8340,,Nijverheidsstraat,2.0,2870.0,Puurs,Antwerpen,,Y,,,"2.0 Nijverheidsstraat, Puurs, Antwerpen, Belgium 2870",51.09294,4.3427153
8341,,Chaussée de Tirlemont,73.0,5030.0,Gembloux,Namur,,Y,,,"73.0 Chaussée de Tirlemont, Gembloux, Namur, Belgium 5030",50.5861708,4.7153019
8342,,Avenue des Arts,20.0,1000.0,Bruxelles,Bruxelles-Brussel,,Y,,,"20.0 Avenue des Arts, Bruxelles, Bruxelles-Brussel, Belgium 1000",50.8464388,4.3693167
8343,,Valstraat,2.0,3570.0,Alken,Limburg,,Y,,,"2.0 Valstraat, Alken, Limburg, Belgium 3570",50.8696761,5.2735591
8344,,Lindestraat,58.0,9700.0,Oudenaarde,Oost-Vlaanderen,,Y,,,"58.0 Lindestraat, Oudenaarde, Oost-Vlaanderen, Belgium 9700",50.855913,3.6053801
8345,,Meersbloem-Melden ,42.0,9700.0,Bevere,Oost-Vlaanderen,,Y,,,"42.0 Meersbloem-Melden , Bevere, Oost-Vlaanderen, Belgium 9700",50.83053,3.5912
8346,,Nieuwe Kempen,52.0,3600.0,Genk,Limburg,,Y,,,"52.0 Nieuwe Kempen, Genk, Limburg, Belgium 3600",51.0117872,5.4888515
8347,,Rue de Grives,51.0,1070.0,Bruxelles,Bruxelles-Brussel,,Y,,,"51.0 Rue de Grives, Bruxelles, Bruxelles-Brussel, Belgium 1070",50.8165794,4.2971445
8348,,Rue Bellaire,13.0,4120.0,Neupré,Liège,,Y,,,"13.0 Rue Bellaire, Neupré, Liège, Belgium 4120",50.5380827,5.4758932
8349,,Rue Joseph Wauters,68.0,4280.0,Hannut,Liège,,Y,,,"68.0 Rue Joseph Wauters, Hannut, Liège, Belgium 4280",50.6741397,5.0933294
